DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_???,tot_ALLARMATI,tot_ALLARMI CHIUSI,tot_ALLARMI CHIUSI CON AZIONE (CC.XX),tot_ALLARMI GENERATI,tot_ALLARMI GENERATI DA BCS,tot_ALLARMI GENERATI DA INTERPOL,tot_ALLARMI GENERATI DA SDI/NSIS,tot_ALLARMI NON CHIUSI,tot_ALLARMI RILEVANTI,tot_ALTRO,tot_ERRATA SEGNALAZIONE BCS,tot_ERRATA SEGNALAZIONE NSIS,tot_ERRATA SEGNALAZIONE SDI,tot_INAMMISSIBILITA SCHENGEN - ART.24,tot_MANCATO AGGIORNAMENTO SCHENGEN NSIS,tot_MANCATO AGGIORNAMENTO SDI,tot_N/C,tot_NOTIFICA ATTI/PROVV,tot_NULLA A PROCEDERE INT,tot_NULLA A PROCEDERE NSIS,tot_NULLA A PROCEDERE SDI,tot_RESPINTO/A,tot_VIAGGIATORI CON ALLARMI,tot_VIAGGIATORI ENTRATI NEL SISTEMA,tot_VIAGGIATORI INVESTIGATI,tot_VOLI CON ALLARMI,tot_VOLI DISPONIBILI IN INGRESSO AL SISTEMA,tot_VOLI INVESTIGATI (SDI/NSIS - INTERPOL - TSC),"tot_VOLI SOLO VISUALIZZATI, MA NON INVESTIGATI",DEPARTURE_CITY,DEPARTURE_COUNTRY,n_high_risk,n_medium_risk,tot_entries,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,alert_rate_AFG,alert_rate_AGO,alert_rate_doc_VISTO,alert_rate_doc_PERMESSO DI SOGGIORNO,alert_rate_doc_PASSAPORTO,pct_SEGNALATO,pct_IN ATTESA,pct_RESPINTO,pct_FERMATO,route,if_anomaly,if_score,lof_anomaly,lof_score,dbscan_anomaly,z_max,z_anomaly,anomaly_votes,anomaly_consensus
IAD,PSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,IAD→PSA,0,-0.17124599878673497,0,1.0003759171172946,0,,0,0,0
IAH,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IAH→FCO,0,-0.09402152930532792,0,1.366126472738034,0,,0,0,0
IAH,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,IAH→MXP,0,-0.17433460666716838,0,1.000225439587114,0,,0,0,0
ICN,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,874.0,1548.0,0.0,1.0,2.0,6.0,SEOUL,COREA DEL SUD,0.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ICN→FCO,0,-0.11241497709638432,0,1.1510040451008912,0,,0,0,0
ICN,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,1.0,1.0,2.0,SEOUL,COREA DEL SUD,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ICN→MXP,0,-0.0888764362309391,1,18.091468670478484,0,,0,1,0
IFN,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,IFN→BLQ,0,-0.09115325278630004,0,1.3727641090320897,0,,0,0,0
IKA,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,33.0,29.0,3.0,10.0,0.10344827586206896,0.10344827586206896,0.8787878787878788,0.0,0.07407407407407407,0.0,0.0,1.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,IKA→BGY,0,-0.13142824513607682,0,1.2044332282436458,0,,0,0,0
IKA,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IKA→BLQ,0,-0.1325073430690809,0,1.238085757502851,0,,0,0,0
IKA,BRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IKA→BRI,0,-0.1930279056121047,0,1.0,0,,0,0,0
IKA,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,241.0,0.0,0.0,0.0,0.0,TEHRAN,IRAN,0.0,0.0,258.0,263.0,43.0,31.0,0.1634980988593156,0.1634980988593156,1.0193798449612403,0.0,0.16015625,0.0,0.2857142857142857,0.1568627450980392,0.03389830508474576,0.34782608695652173,0.13043478260869565,0.043478260869565216,0.17391304347826086,IKA→FCO,0,-0.09659736381068101,0,1.2609852645859132,0,,0,0,0
IKA,MXP,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,172.0,0.0,2.0,1.0,1.0,0.0,TEHRAN,IRAN,0.0,0.0,174.0,175.0,44.0,31.0,0.25142857142857145,0.25142857142857145,1.0057471264367817,0.0,0.2558139534883721,0.0,0.42857142857142855,0.2222222222222222,0.0,0.1,0.4,0.2,0.1,IKA→MXP,0,-0.05800734295990484,0,1.7987166134737298,0,,0,0,0
IKA,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IKA→NAP,0,-0.1688419022420523,0,1.0014565744799642,0,,0,0,0
IKA,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.0,11.0,7.0,8.0,0.6363636363636364,0.6363636363636364,1.375,0.0,0.6363636363636364,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,IKA→VCE,0,-0.11950867123308534,0,1.212018226763671,0,,0,0,0
ISB,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ISB→BLQ,0,-0.17433460666716838,0,1.000225439587114,0,,0,0,0
ISB,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.0,9.0,2.0,5.0,0.2222222222222222,0.2222222222222222,1.0,0.0,0.125,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,ISB→FCO,0,-0.1484952135046707,0,3.1259866283406352,0,,0,0,0
ISB,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0,7.0,6.0,7.0,0.8571428571428571,0.8571428571428571,1.0,0.0,0.8571428571428571,0.0,1.0,1.0,1.0,0.0,0.0,0.7142857142857143,0.14285714285714285,ISB→MXP,0,-0.05269780267117069,0,1.2756355753674211,0,,0,0,0
ISL,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ISTANBUL,TURCHIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ISL→LIN,0,-0.18429293683585046,0,1.3526823552152512,0,,0,0,0
IST,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,ISTANBUL,TURCHIA,0.0,0.0,3.0,3.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,IST→BGY,0,-0.1479539192047058,0,1.1142180002373994,0,,0,0,0
IST,BLQ,0.0,0.0,58.0,0.0,1.0,0.0,0.0,125.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,43.0,764.0,316.0,3.0,6.0,5.0,3.0,ISTANBUL,TURCHIA,0.0,0.0,18.0,17.0,5.0,18.0,0.29411764705882354,0.29411764705882354,0.9444444444444444,0.21428571428571427,0.6666666666666666,0.0,0.6666666666666666,0.2,0.25,0.25,0.0625,0.1875,0.1875,IST→BLQ,1,0.008082457379679497,0,1.61508386934532,0,,0,1,0
IST,BRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,133.0,0.0,1.0,1.0,0.0,0.0,ISTANBUL,TURCHIA,0.0,0.0,14.0,14.0,3.0,9.0,0.21428571428571427,0.21428571428571427,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,IST→BRI,0,-0.010196978460485173,0,2.279176999734335,0,,0,0,0
IST,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,ISTANBUL,TURCHIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IST→CAG,0,-0.17682034924784734,0,2.4438682631910478,0,,0,0,0
IST,CTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,43.0,66.0,107.0,2.0,0.0,1.0,3.0,ISTANBUL,TURCHIA,0.0,0.0,7.0,8.0,8.0,3.0,1.0,1.0,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,IST→CTA,0,-0.026770655921405262,0,2.065614771154508,0,,0,0,0
IST,FCO,0.0,0.0,16.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,57.0,922.0,1407.0,7.0,3.0,4.0,11.0,ISTANBUL,TURCHIA,0.0,0.0,34.0,34.0,13.0,20.0,0.38235294117647056,0.38235294117647056,1.0,0.5454545454545454,0.6363636363636364,0.0,1.0,0.0,0.16666666666666666,0.21428571428571427,0.42857142857142855,0.14285714285714285,0.14285714285714285,IST→FCO,1,0.008648826990722447,0,4.072246344912765,1,,0,2,1
IST,MXP,0.0,0.0,40.0,0.0,0.0,0.0,0.0,94.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,36.0,1240.0,704.0,7.0,7.0,3.0,7.0,ISTANBUL,TURCHIA,0.0,0.0,53.0,54.0,30.0,35.0,0.5555555555555556,0.5555555555555556,1.0188679245283019,0.35135135135135137,1.2307692307692308,0.0,0.125,0.2857142857142857,0.875,0.2413793103448276,0.3103448275862069,0.1724137931034483,0.10344827586206896,IST→MXP,1,0.010618673623105201,0,2.388493234379021,1,,0,2,1
IST,NAP,0.0,0.0,5.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,340.0,681.0,4.0,3.0,3.0,4.0,ISTANBUL,TURCHIA,0.0,0.0,3.0,3.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,IST→NAP,0,-0.020114407189843864,0,1.2475436054690754,0,,0,0,0
IST,PMO,0.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,34.0,2.0,1.0,0.0,1.0,ISTANBUL,TURCHIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IST→PMO,0,-0.13763232927836533,0,1.2656009973134499,0,,0,0,0
IST,PSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ISTANBUL,TURCHIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IST→PSA,0,-0.18964232528296604,0,0.996456232691523,0,,0,0,0
IST,TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IST→TRN,0,-0.1688419022420523,0,1.0014565744799642,0,,0,0,0
IST,VCE,0.0,0.0,38.0,1.0,0.0,0.0,0.0,74.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,123.0,1141.0,1069.0,3.0,4.0,4.0,6.0,ISTANBUL,TURCHIA,0.0,0.0,23.0,23.0,18.0,18.0,0.782608695652174,0.782608695652174,1.0,0.7777777777777778,1.0,0.0,5.0,0.0,1.0,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.18181818181818182,IST→VCE,1,0.026109606871073443,0,1.6409374230954938,0,,0,1,0
JAX,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,JAX→FCO,0,-0.1657279605428672,0,0.9853308817031223,0,,0,0,0
JAX,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,JAX→MXP,0,-0.17074929636060304,0,1.0185482931081709,0,,0,0,0
JED,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,31.0,207.0,199.0,5.0,3.0,1.0,4.0,JEDDAH,ARABIA SAUDITA,0.0,0.0,256.0,43.0,9.0,32.0,0.20930232558139536,0.20930232558139536,0.16796875,0.2222222222222222,0.5,0.0,0.0,0.0,0.1,0.1111111111111111,0.2962962962962963,0.1111111111111111,0.3333333333333333,JED→FCO,0,-0.05301545386006712,0,2.3154275878502943,0,,0,0,0
JED,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,100.0,348.0,114.0,2.0,2.0,2.0,5.0,JEDDAH,ARABIA SAUDITA,0.0,0.0,124.0,124.0,16.0,34.0,0.12903225806451613,0.12903225806451613,1.0,0.15294117647058825,0.03571428571428571,0.0,0.058823529411764705,0.10714285714285714,0.07894736842105263,0.14285714285714285,0.19047619047619047,0.23809523809523808,0.2857142857142857,JED→MXP,1,0.004347580246869875,0,2.3731045869637257,0,,0,1,0
JED,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,1.0,0.0,0.0,JEDDAH,ARABIA SAUDITA,0.0,0.0,8.0,8.0,3.0,5.0,0.375,0.375,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.0,0.0,0.4,0.4,JED→VCE,0,-0.08718287208242798,0,1.2028355677778282,0,,0,0,0
JFK,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0,5.0,0.0,4.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,JFK→BLQ,0,-0.16797410700357546,0,2.2821706460601403,0,,0,0,0
JFK,BRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,JFK→BRI,0,-0.1688419022420523,0,1.0014565744799642,0,,0,0,0
JFK,FCO,0.0,0.0,24.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1090.0,1065.0,6.0,2.0,5.0,8.0,NEW YORK,STATI UNITI,0.0,0.0,37.0,30.0,7.0,28.0,0.23333333333333334,0.23333333333333334,0.8108108108108109,0.2222222222222222,0.0,0.0,0.0,1.2,0.0,0.17647058823529413,0.23529411764705882,0.29411764705882354,0.058823529411764705,JFK→FCO,1,0.020829926134190213,0,2.6653537461094254,1,,0,2,1
JFK,FLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.5,JFK→FLR,0,-0.056300225562780304,0,1.634032637522284,0,,0,0,0
JFK,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.0,10.0,7.0,11.0,0.7,0.7,0.7142857142857143,0.7,0.0,0.0,2.3333333333333335,0.0,0.0,0.3,0.1,0.1,0.4,JFK→LIN,0,-0.10386701723688219,0,1.2510324301489215,0,,0,0,0
JFK,MXP,0.0,0.0,18.0,0.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,37.0,872.0,1423.0,2.0,7.0,4.0,3.0,NEW YORK,STATI UNITI,0.0,0.0,98.0,100.0,21.0,64.0,0.21,0.21,1.0204081632653061,0.22340425531914893,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.21739130434782608,JFK→MXP,0,-0.028239245266763247,0,1.4000257410473973,0,,0,0,0
JFK,PMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK→PMO,0,-0.1930279056121047,0,1.0,0,,0,0,0
JFK,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK→VCE,0,-0.1930279056121047,0,1.0,0,,0,0,0
KBL,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,77.0,77.0,26.0,35.0,0.33766233766233766,0.33766233766233766,1.0,0.0,0.33783783783783783,0.0,0.5384615384615384,0.0,0.42857142857142855,0.1935483870967742,0.1935483870967742,0.2903225806451613,0.06451612903225806,KBL→BGY,0,-0.11982480789789635,0,1.212922987505715,0,,0,0,0
KBL,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KBL→BLQ,0,-0.1325073430690809,0,1.238085757502851,0,,0,0,0
KBL,CTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.0,4.0,1.0,4.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,KBL→CTA,0,-0.16152745846234973,0,3.3634425038063327,0,,0,0,0
KBL,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.0,5012.0,3.0,10.0,0.0005985634477254589,0.0005985634477254589,455.6363636363636,0.0,0.0005986828976252245,0.0,0.3333333333333333,0.0,0.0,0.375,0.0,0.0,0.125,KBL→FCO,0,-0.10562648393879809,0,3.6792444884944033,0,,0,0,0
KBL,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0,6.0,2.0,4.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,KBL→MXP,0,-0.15020601409591738,0,1.261883802813505,0,,0,0,0
KBL,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,22.0,24.0,15.0,13.0,0.625,0.625,1.0909090909090908,0.0,0.625,0.0,1.0,1.0,0.75,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,KBL→NAP,0,-0.07983211705117804,0,1.3385938921863645,0,,0,0,0
KBL,PSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0,8.0,2.0,4.0,0.25,0.25,1.6,0.0,0.14285714285714285,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.5,KBL→PSA,0,-0.14139080078515204,0,1.1180344316938162,0,,0,0,0
